year,a_council,total,topic,share,n
2002,Nationalrat,1139,Finanzwesen,0.06672519754170325,76
2002,Ständerat,138,Finanzwesen,0.10869565217391304,15
2002,Bundesrat,82,Finanzwesen,0.23170731707317074,19
2003,Nationalrat,1054,Finanzwesen,0.09013282732447818,95
2003,Ständerat,115,Finanzwesen,0.12173913043478261,14
2003,Bundesrat,73,Finanzwesen,0.1780821917808219,13
2003,Volksinitiative,2,Finanzwesen,0.5,1
2004,Nationalrat,1249,Finanzwesen,0.08807045636509207,110
2004,Ständerat,123,Finanzwesen,0.14634146341463417,18
2004,Bundesrat,75,Finanzwesen,0.1733333333333333,13
2004,Volksinitiative,3,Finanzwesen,0,0
2005,Nationalrat,1348,Finanzwesen,0.1016320474777448,137
2005,Ständerat,135,Finanzwesen,0.16296296296296298,22
2005,Bundesrat,74,Finanzwesen,0.14864864864864866,11
2005,Volksinitiative,3,Finanzwesen,0,0
2006,Nationalrat,1352,Finanzwesen,0.0665680473372781,90
2006,Ständerat,124,Finanzwesen,0.08870967741935484,11
2006,Bundesrat,91,Finanzwesen,0.21978021978021978,20
2006,Volksinitiative,6,Finanzwesen,0,0
2007,Nationalrat,1398,Finanzwesen,0.07582260371959942,106
2007,Ständerat,136,Finanzwesen,0.10294117647058824,14
2007,Bundesrat,82,Finanzwesen,0.13414634146341464,11
2007,Volksinitiative,4,Finanzwesen,0,0
2008,Nationalrat,1644,Finanzwesen,0.11678832116788321,192
2008,Ständerat,142,Finanzwesen,0.176056338028169,25
2008,Bundesrat,60,Finanzwesen,0.2333333333333333,14
2008,Volksinitiative,6,Finanzwesen,0,0
2009,Nationalrat,2104,Finanzwesen,0.11454372623574144,241
2009,Ständerat,201,Finanzwesen,0.16417910447761194,33
2009,Bundesrat,79,Finanzwesen,0.22784810126582278,18
2009,Volksinitiative,7,Finanzwesen,0.14285714285714288,1
2010,Nationalrat,1873,Finanzwesen,0.10517885744794447,197
2010,Ständerat,184,Finanzwesen,0.1793478260869565,33
2010,Bundesrat,100,Finanzwesen,0.37,37
2010,Volksinitiative,6,Finanzwesen,0.16666666666666669,1
2011,Nationalrat,1792,Finanzwesen,0.13392857142857142,240
2011,Ständerat,179,Finanzwesen,0.1229050279329609,22
2011,Bundesrat,61,Finanzwesen,0.4098360655737705,25
2011,Volksinitiative,3,Finanzwesen,0,0
2012,Nationalrat,1852,Finanzwesen,0.15496760259179265,287
2012,Ständerat,187,Finanzwesen,0.1657754010695187,31
2012,Bundesrat,84,Finanzwesen,0.2976190476190476,25
2012,Volksinitiative,10,Finanzwesen,0.2,2
2013,Nationalrat,1940,Finanzwesen,0.1324742268041237,257
2013,Ständerat,182,Finanzwesen,0.13736263736263735,25
2013,Bundesrat,86,Finanzwesen,0.22093023255813954,19
2013,Volksinitiative,11,Finanzwesen,0.5454545454545454,6
2014,Nationalrat,1994,Finanzwesen,0.12086258776328988,241
2014,Ständerat,185,Finanzwesen,0.13513513513513514,25
2014,Bundesrat,84,Finanzwesen,0.19047619047619047,16
2014,Volksinitiative,7,Finanzwesen,0.14285714285714288,1
2015,Nationalrat,1944,Finanzwesen,0.1522633744855967,296
2015,Ständerat,174,Finanzwesen,0.21264367816091956,37
2015,Bundesrat,71,Finanzwesen,0.15492957746478875,11
2015,Volksinitiative,4,Finanzwesen,0.25,1
2016,Nationalrat,1811,Finanzwesen,0.13638873550524572,247
2016,Ständerat,171,Finanzwesen,0.11695906432748539,20
2016,Bundesrat,69,Finanzwesen,0.2898550724637681,20
2016,Volksinitiative,3,Finanzwesen,0.33333333333333337,1
2017,Nationalrat,2048,Finanzwesen,0.17626953125,361
2017,Ständerat,179,Finanzwesen,0.2011173184357542,36
2017,Bundesrat,60,Finanzwesen,0.13333333333333333,8
2017,Volksinitiative,7,Finanzwesen,0,0
2018,Nationalrat,1127,Finanzwesen,0.21384205856255545,241
2018,Ständerat,82,Finanzwesen,0.1951219512195122,16
2018,Bundesrat,39,Finanzwesen,0.15384615384615385,6
2018,Volksinitiative,2,Finanzwesen,0.5,1
2000,Nationalrat,239,Steuer,NA,NA
2000,Ständerat,33,Steuer,NA,NA
2000,Bundesrat,9,Steuer,NA,NA
2000,Volksinitiative,5,Steuer,NA,NA
2001,Nationalrat,1172,Steuer,NA,NA
2001,Ständerat,122,Steuer,NA,NA
2001,Bundesrat,70,Steuer,NA,NA
2001,Volksinitiative,5,Steuer,NA,NA
2002,Nationalrat,1139,Steuer,NA,NA
2002,Ständerat,138,Steuer,NA,NA
2002,Bundesrat,82,Steuer,NA,NA
2003,Nationalrat,1054,Steuer,NA,NA
2003,Ständerat,115,Steuer,NA,NA
2003,Bundesrat,73,Steuer,NA,NA
2003,Volksinitiative,2,Steuer,NA,NA
2004,Nationalrat,1249,Steuer,NA,NA
2004,Ständerat,123,Steuer,NA,NA
2004,Bundesrat,75,Steuer,NA,NA
2004,Volksinitiative,3,Steuer,NA,NA
2005,Nationalrat,1348,Steuer,NA,NA
2005,Ständerat,135,Steuer,NA,NA
2005,Bundesrat,74,Steuer,NA,NA
2005,Volksinitiative,3,Steuer,NA,NA
2006,Nationalrat,1352,Steuer,NA,NA
2006,Ständerat,124,Steuer,NA,NA
2006,Bundesrat,91,Steuer,NA,NA
2006,Volksinitiative,6,Steuer,NA,NA
2007,Nationalrat,1398,Steuer,NA,NA
2007,Ständerat,136,Steuer,NA,NA
2007,Bundesrat,82,Steuer,NA,NA
2007,Volksinitiative,4,Steuer,NA,NA
2008,Nationalrat,1644,Steuer,NA,NA
2008,Ständerat,142,Steuer,NA,NA
2008,Bundesrat,60,Steuer,NA,NA
2008,Volksinitiative,6,Steuer,NA,NA
2009,Nationalrat,2104,Steuer,NA,NA
2009,Ständerat,201,Steuer,NA,NA
2009,Bundesrat,79,Steuer,NA,NA
2009,Volksinitiative,7,Steuer,NA,NA
2010,Nationalrat,1873,Steuer,NA,NA
2010,Ständerat,184,Steuer,NA,NA
2010,Bundesrat,100,Steuer,NA,NA
2010,Volksinitiative,6,Steuer,NA,NA
2011,Nationalrat,1792,Steuer,NA,NA
2011,Ständerat,179,Steuer,NA,NA
2011,Bundesrat,61,Steuer,NA,NA
2011,Volksinitiative,3,Steuer,NA,NA
2012,Nationalrat,1852,Steuer,0.003779697624190065,7
2012,Ständerat,187,Steuer,0,0
2012,Bundesrat,84,Steuer,0,0
2012,Volksinitiative,10,Steuer,0,0
2013,Nationalrat,1940,Steuer,0.010309278350515462,20
2013,Ständerat,182,Steuer,0,0
2013,Bundesrat,86,Steuer,0,0
2013,Volksinitiative,11,Steuer,0,0
2014,Nationalrat,1994,Steuer,0.037612838515546636,75
2014,Ständerat,185,Steuer,0.043243243243243246,8
2014,Bundesrat,84,Steuer,0.09523809523809523,8
2014,Volksinitiative,7,Steuer,0.14285714285714288,1
2015,Nationalrat,1944,Steuer,0.07253086419753087,141
2015,Ständerat,174,Steuer,0.040229885057471264,7
2015,Bundesrat,71,Steuer,0.2112676056338028,15
2015,Volksinitiative,4,Steuer,0.25,1
2016,Nationalrat,1811,Steuer,0.08669243511871894,157
2016,Ständerat,171,Steuer,0.04093567251461988,7
2016,Bundesrat,69,Steuer,0.14492753623188406,10
2016,Volksinitiative,3,Steuer,0.33333333333333337,1
2017,Nationalrat,2048,Steuer,0.06982421875,143
2017,Ständerat,179,Steuer,0.1005586592178771,18
2017,Bundesrat,60,Steuer,0.11666666666666665,7
2017,Volksinitiative,7,Steuer,0,0
2018,Nationalrat,1127,Steuer,0.04525288376220053,51
2018,Ständerat,82,Steuer,0.04878048780487805,4
2018,Bundesrat,39,Steuer,0.23076923076923075,9
2018,Volksinitiative,2,Steuer,0,0
2000,Nationalrat,239,Soziale Fragen,0.1589958158995816,38
2000,Ständerat,33,Soziale Fragen,0.06060606060606061,2
2000,Bundesrat,9,Soziale Fragen,0,0
2000,Volksinitiative,5,Soziale Fragen,0.2,1
2001,Nationalrat,1172,Soziale Fragen,0.052901023890784986,62
2001,Ständerat,122,Soziale Fragen,0.03278688524590164,4
2001,Bundesrat,70,Soziale Fragen,0.11428571428571428,8
2001,Volksinitiative,5,Soziale Fragen,0.2,1
2002,Nationalrat,1139,Soziale Fragen,0.10711150131694469,122
2002,Ständerat,138,Soziale Fragen,0.07246376811594203,10
2002,Bundesrat,82,Soziale Fragen,0.024390243902439025,2
2003,Nationalrat,1054,Soziale Fragen,0.12144212523719165,128
2003,Ständerat,115,Soziale Fragen,0.10434782608695653,12
2003,Bundesrat,73,Soziale Fragen,0.0684931506849315,5
2003,Volksinitiative,2,Soziale Fragen,0,0
2004,Nationalrat,1249,Soziale Fragen,0.10168134507606086,127
2004,Ständerat,123,Soziale Fragen,0.08943089430894309,11
2004,Bundesrat,75,Soziale Fragen,0.026666666666666665,2
2004,Volksinitiative,3,Soziale Fragen,0.33333333333333337,1
2005,Nationalrat,1348,Soziale Fragen,0.09272997032640949,125
2005,Ständerat,135,Soziale Fragen,0.08148148148148149,11
2005,Bundesrat,74,Soziale Fragen,0.12162162162162161,9
2005,Volksinitiative,3,Soziale Fragen,0,0
2006,Nationalrat,1352,Soziale Fragen,0.09541420118343195,129
2006,Ständerat,124,Soziale Fragen,0.10483870967741936,13
2006,Bundesrat,91,Soziale Fragen,0.06593406593406594,6
2006,Volksinitiative,6,Soziale Fragen,0.16666666666666669,1
2007,Nationalrat,1398,Soziale Fragen,0.10944206008583691,153
2007,Ständerat,136,Soziale Fragen,0.11764705882352942,16
2007,Bundesrat,82,Soziale Fragen,0.07317073170731708,6
2007,Volksinitiative,4,Soziale Fragen,0,0
2008,Nationalrat,1644,Soziale Fragen,0.09124087591240876,150
2008,Ständerat,142,Soziale Fragen,0.11267605633802816,16
2008,Bundesrat,60,Soziale Fragen,0.05,3
2008,Volksinitiative,6,Soziale Fragen,0,0
2009,Nationalrat,2104,Soziale Fragen,0.0879277566539924,185
2009,Ständerat,201,Soziale Fragen,0.09950248756218905,20
2009,Bundesrat,79,Soziale Fragen,0.06329113924050633,5
2009,Volksinitiative,7,Soziale Fragen,0,0
2010,Nationalrat,1873,Soziale Fragen,0.10304324612920449,193
2010,Ständerat,184,Soziale Fragen,0.07608695652173914,14
2010,Bundesrat,100,Soziale Fragen,0.04,4
2010,Volksinitiative,6,Soziale Fragen,0.16666666666666669,1
2011,Nationalrat,1792,Soziale Fragen,0.07924107142857144,142
2011,Ständerat,179,Soziale Fragen,0.09497206703910616,17
2011,Bundesrat,61,Soziale Fragen,0.04918032786885246,3
2011,Volksinitiative,3,Soziale Fragen,0,0
2012,Nationalrat,1852,Soziale Fragen,0.08369330453563714,155
2012,Ständerat,187,Soziale Fragen,0.0481283422459893,9
2012,Bundesrat,84,Soziale Fragen,0.03571428571428572,3
2012,Volksinitiative,10,Soziale Fragen,0.1,1
2013,Nationalrat,1940,Soziale Fragen,0.10206185567010309,198
2013,Ständerat,182,Soziale Fragen,0.13186813186813187,24
2013,Bundesrat,86,Soziale Fragen,0.046511627906976744,4
2013,Volksinitiative,11,Soziale Fragen,0.18181818181818182,2
2014,Nationalrat,1994,Soziale Fragen,0.08826479438314944,176
2014,Ständerat,185,Soziale Fragen,0.06486486486486487,12
2014,Bundesrat,84,Soziale Fragen,0.08333333333333334,7
2014,Volksinitiative,7,Soziale Fragen,0.14285714285714288,1
2015,Nationalrat,1944,Soziale Fragen,0.09567901234567902,186
2015,Ständerat,174,Soziale Fragen,0.05172413793103448,9
2015,Bundesrat,71,Soziale Fragen,0,0
2015,Volksinitiative,4,Soziale Fragen,0.25,1
2016,Nationalrat,1811,Soziale Fragen,0.09387078961899503,170
2016,Ständerat,171,Soziale Fragen,0.11695906432748539,20
2016,Bundesrat,69,Soziale Fragen,0.057971014492753624,4
2016,Volksinitiative,3,Soziale Fragen,0,0
2017,Nationalrat,2048,Soziale Fragen,0.109375,224
2017,Ständerat,179,Soziale Fragen,0.1005586592178771,18
2017,Bundesrat,60,Soziale Fragen,0.06666666666666667,4
2017,Volksinitiative,7,Soziale Fragen,0,0
2018,Nationalrat,1127,Soziale Fragen,0.09937888198757763,112
2018,Ständerat,82,Soziale Fragen,0.14634146341463417,12
2018,Bundesrat,39,Soziale Fragen,0.10256410256410257,4
2018,Volksinitiative,2,Soziale Fragen,0.5,1
2000,Nationalrat,239,Migration,0.04184100418410042,10
2000,Ständerat,33,Migration,0.030303030303030304,1
2000,Bundesrat,9,Migration,0,0
2000,Volksinitiative,5,Migration,0,0
2001,Nationalrat,1172,Migration,0.07849829351535836,92
2001,Ständerat,122,Migration,0.02459016393442623,3
2001,Bundesrat,70,Migration,0.014285714285714285,1
2001,Volksinitiative,5,Migration,0.2,1
2002,Nationalrat,1139,Migration,0.03160667251975417,36
2002,Ständerat,138,Migration,0.007246376811594203,1
2002,Bundesrat,82,Migration,0.03658536585365854,3
2003,Nationalrat,1054,Migration,0.044592030360531304,47
2003,Ständerat,115,Migration,0.034782608695652174,4
2003,Bundesrat,73,Migration,0.04109589041095891,3
2003,Volksinitiative,2,Migration,0,0
2004,Nationalrat,1249,Migration,0.04323458767013611,54
2004,Ständerat,123,Migration,0.04065040650406505,5
2004,Bundesrat,75,Migration,0.013333333333333332,1
2004,Volksinitiative,3,Migration,0,0
2005,Nationalrat,1348,Migration,0.040801186943620185,55
2005,Ständerat,135,Migration,0.014814814814814814,2
2005,Bundesrat,74,Migration,0,0
2005,Volksinitiative,3,Migration,0,0
2006,Nationalrat,1352,Migration,0.055473372781065095,75
2006,Ständerat,124,Migration,0.016129032258064516,2
2006,Bundesrat,91,Migration,0.03296703296703297,3
2006,Volksinitiative,6,Migration,0.16666666666666669,1
2007,Nationalrat,1398,Migration,0.02932761087267525,41
2007,Ständerat,136,Migration,0.022058823529411766,3
2007,Bundesrat,82,Migration,0.024390243902439025,2
2007,Volksinitiative,4,Migration,0,0
2008,Nationalrat,1644,Migration,0.05109489051094891,84
2008,Ständerat,142,Migration,0.01408450704225352,2
2008,Bundesrat,60,Migration,0.016666666666666666,1
2008,Volksinitiative,6,Migration,0,0
2009,Nationalrat,2104,Migration,0.05180608365019012,109
2009,Ständerat,201,Migration,0.04477611940298507,9
2009,Bundesrat,79,Migration,0.05063291139240507,4
2009,Volksinitiative,7,Migration,0.14285714285714288,1
2010,Nationalrat,1873,Migration,0.06780565936999466,127
2010,Ständerat,184,Migration,0.010869565217391304,2
2010,Bundesrat,100,Migration,0.03,3
2010,Volksinitiative,6,Migration,0,0
2011,Nationalrat,1792,Migration,0.08705357142857142,156
2011,Ständerat,179,Migration,0.03910614525139665,7
2011,Bundesrat,61,Migration,0.01639344262295082,1
2011,Volksinitiative,3,Migration,0,0
2012,Nationalrat,1852,Migration,0.05777537796976242,107
2012,Ständerat,187,Migration,0.0160427807486631,3
2012,Bundesrat,84,Migration,0.023809523809523808,2
2012,Volksinitiative,10,Migration,0.1,1
2013,Nationalrat,1940,Migration,0.04536082474226804,88
2013,Ständerat,182,Migration,0.005494505494505495,1
2013,Bundesrat,86,Migration,0.03488372093023256,3
2013,Volksinitiative,11,Migration,0.18181818181818182,2
2014,Nationalrat,1994,Migration,0.08776328986960882,175
2014,Ständerat,185,Migration,0.03783783783783784,7
2014,Bundesrat,84,Migration,0.08333333333333334,7
2014,Volksinitiative,7,Migration,0,0
2015,Nationalrat,1944,Migration,0.09773662551440329,190
2015,Ständerat,174,Migration,0.08620689655172414,15
2015,Bundesrat,71,Migration,0.01408450704225352,1
2015,Volksinitiative,4,Migration,0,0
2016,Nationalrat,1811,Migration,0.15461071231363888,280
2016,Ständerat,171,Migration,0.08771929824561404,15
2016,Bundesrat,69,Migration,0.028985507246376812,2
2016,Volksinitiative,3,Migration,0,0
2017,Nationalrat,2048,Migration,0.13232421875,271
2017,Ständerat,179,Migration,0.08938547486033518,16
2017,Bundesrat,60,Migration,0.03333333333333333,2
2017,Volksinitiative,7,Migration,0.14285714285714288,1
2018,Nationalrat,1127,Migration,0.09316770186335405,105
2018,Ständerat,82,Migration,0.12195121951219512,10
2018,Bundesrat,39,Migration,0.025641025641025644,1
2018,Volksinitiative,2,Migration,0,0
2000,Nationalrat,239,Sozialer Schutz,NA,NA
2000,Ständerat,33,Sozialer Schutz,NA,NA
2000,Bundesrat,9,Sozialer Schutz,NA,NA
2000,Volksinitiative,5,Sozialer Schutz,NA,NA
2001,Nationalrat,1172,Sozialer Schutz,NA,NA
2001,Ständerat,122,Sozialer Schutz,NA,NA
2001,Bundesrat,70,Sozialer Schutz,NA,NA
2001,Volksinitiative,5,Sozialer Schutz,NA,NA
2002,Nationalrat,1139,Sozialer Schutz,NA,NA
2002,Ständerat,138,Sozialer Schutz,NA,NA
2002,Bundesrat,82,Sozialer Schutz,NA,NA
2003,Nationalrat,1054,Sozialer Schutz,NA,NA
2003,Ständerat,115,Sozialer Schutz,NA,NA
2003,Bundesrat,73,Sozialer Schutz,NA,NA
2003,Volksinitiative,2,Sozialer Schutz,NA,NA
2004,Nationalrat,1249,Sozialer Schutz,NA,NA
2004,Ständerat,123,Sozialer Schutz,NA,NA
2004,Bundesrat,75,Sozialer Schutz,NA,NA
2004,Volksinitiative,3,Sozialer Schutz,NA,NA
2005,Nationalrat,1348,Sozialer Schutz,NA,NA
2005,Ständerat,135,Sozialer Schutz,NA,NA
2005,Bundesrat,74,Sozialer Schutz,NA,NA
2005,Volksinitiative,3,Sozialer Schutz,NA,NA
2006,Nationalrat,1352,Sozialer Schutz,NA,NA
2006,Ständerat,124,Sozialer Schutz,NA,NA
2006,Bundesrat,91,Sozialer Schutz,NA,NA
2006,Volksinitiative,6,Sozialer Schutz,NA,NA
2007,Nationalrat,1398,Sozialer Schutz,NA,NA
2007,Ständerat,136,Sozialer Schutz,NA,NA
2007,Bundesrat,82,Sozialer Schutz,NA,NA
2007,Volksinitiative,4,Sozialer Schutz,NA,NA
2008,Nationalrat,1644,Sozialer Schutz,NA,NA
2008,Ständerat,142,Sozialer Schutz,NA,NA
2008,Bundesrat,60,Sozialer Schutz,NA,NA
2008,Volksinitiative,6,Sozialer Schutz,NA,NA
2009,Nationalrat,2104,Sozialer Schutz,NA,NA
2009,Ständerat,201,Sozialer Schutz,NA,NA
2009,Bundesrat,79,Sozialer Schutz,NA,NA
2009,Volksinitiative,7,Sozialer Schutz,NA,NA
2010,Nationalrat,1873,Sozialer Schutz,NA,NA
2010,Ständerat,184,Sozialer Schutz,NA,NA
2010,Bundesrat,100,Sozialer Schutz,NA,NA
2010,Volksinitiative,6,Sozialer Schutz,NA,NA
2011,Nationalrat,1792,Sozialer Schutz,NA,NA
2011,Ständerat,179,Sozialer Schutz,NA,NA
2011,Bundesrat,61,Sozialer Schutz,NA,NA
2011,Volksinitiative,3,Sozialer Schutz,NA,NA
2012,Nationalrat,1852,Sozialer Schutz,0.003779697624190065,7
2012,Ständerat,187,Sozialer Schutz,0,0
2012,Bundesrat,84,Sozialer Schutz,0,0
2012,Volksinitiative,10,Sozialer Schutz,0,0
2013,Nationalrat,1940,Sozialer Schutz,0.008762886597938144,17
2013,Ständerat,182,Sozialer Schutz,0,0
2013,Bundesrat,86,Sozialer Schutz,0,0
2013,Volksinitiative,11,Sozialer Schutz,0,0
2014,Nationalrat,1994,Sozialer Schutz,0.034102306920762285,68
2014,Ständerat,185,Sozialer Schutz,0.032432432432432434,6
2014,Bundesrat,84,Sozialer Schutz,0.03571428571428572,3
2014,Volksinitiative,7,Sozialer Schutz,0.14285714285714288,1
2015,Nationalrat,1944,Sozialer Schutz,0.03909465020576132,76
2015,Ständerat,174,Sozialer Schutz,0.08620689655172414,15
2015,Bundesrat,71,Sozialer Schutz,0.02816901408450704,2
2015,Volksinitiative,4,Sozialer Schutz,0,0
2016,Nationalrat,1811,Sozialer Schutz,0.05577029265599116,101
2016,Ständerat,171,Sozialer Schutz,0.07017543859649122,12
2016,Bundesrat,69,Sozialer Schutz,0.028985507246376812,2
2016,Volksinitiative,3,Sozialer Schutz,0,0
2017,Nationalrat,2048,Sozialer Schutz,0.05810546875,119
2017,Ständerat,179,Sozialer Schutz,0.10614525139664804,19
2017,Bundesrat,60,Sozialer Schutz,0.016666666666666666,1
2017,Volksinitiative,7,Sozialer Schutz,0,0
2018,Nationalrat,1127,Sozialer Schutz,0.05678793256433008,64
2018,Ständerat,82,Sozialer Schutz,0.03658536585365854,3
2018,Bundesrat,39,Sozialer Schutz,0.07692307692307693,3
2018,Volksinitiative,2,Sozialer Schutz,0,0
2000,Nationalrat,239,Gesundheit,0.10460251046025106,25
2000,Ständerat,33,Gesundheit,0.09090909090909091,3
2000,Bundesrat,9,Gesundheit,0,0
2000,Volksinitiative,5,Gesundheit,0.2,1
2001,Nationalrat,1172,Gesundheit,0.08191126279863481,96
2001,Ständerat,122,Gesundheit,0.040983606557377046,5
2001,Bundesrat,70,Gesundheit,0.02857142857142857,2
2001,Volksinitiative,5,Gesundheit,0,0
2002,Nationalrat,1139,Gesundheit,0.1202809482001756,137
2002,Ständerat,138,Gesundheit,0.10144927536231885,14
2002,Bundesrat,82,Gesundheit,0.024390243902439025,2
2003,Nationalrat,1054,Gesundheit,0.08823529411764706,93
2003,Ständerat,115,Gesundheit,0.10434782608695653,12
2003,Bundesrat,73,Gesundheit,0.0273972602739726,2
2003,Volksinitiative,2,Gesundheit,0,0
2004,Nationalrat,1249,Gesundheit,0.08807045636509207,110
2004,Ständerat,123,Gesundheit,0.05691056910569106,7
2004,Bundesrat,75,Gesundheit,0.12,9
2004,Volksinitiative,3,Gesundheit,0,0
2005,Nationalrat,1348,Gesundheit,0.10830860534124628,146
2005,Ständerat,135,Gesundheit,0.08888888888888889,12
2005,Bundesrat,74,Gesundheit,0.027027027027027025,2
2005,Volksinitiative,3,Gesundheit,0.6666666666666667,2
2006,Nationalrat,1352,Gesundheit,0.09467455621301775,128
2006,Ständerat,124,Gesundheit,0.10483870967741936,13
2006,Bundesrat,91,Gesundheit,0.01098901098901099,1
2006,Volksinitiative,6,Gesundheit,0.33333333333333337,2
2007,Nationalrat,1398,Gesundheit,0.11373390557939914,159
2007,Ständerat,136,Gesundheit,0.18382352941176472,25
2007,Bundesrat,82,Gesundheit,0.04878048780487805,4
2007,Volksinitiative,4,Gesundheit,0,0
2008,Nationalrat,1644,Gesundheit,0.09914841849148419,163
2008,Ständerat,142,Gesundheit,0.16197183098591547,23
2008,Bundesrat,60,Gesundheit,0.016666666666666666,1
2008,Volksinitiative,6,Gesundheit,0,0
2009,Nationalrat,2104,Gesundheit,0.11787072243346008,248
2009,Ständerat,201,Gesundheit,0.12935323383084577,26
2009,Bundesrat,79,Gesundheit,0.05063291139240507,4
2009,Volksinitiative,7,Gesundheit,0,0
2010,Nationalrat,1873,Gesundheit,0.11478910838227442,215
2010,Ständerat,184,Gesundheit,0.125,23
2010,Bundesrat,100,Gesundheit,0.02,2
2010,Volksinitiative,6,Gesundheit,0,0
2011,Nationalrat,1792,Gesundheit,0.10212053571428571,183
2011,Ständerat,179,Gesundheit,0.08938547486033518,16
2011,Bundesrat,61,Gesundheit,0.01639344262295082,1
2011,Volksinitiative,3,Gesundheit,0.6666666666666667,2
2012,Nationalrat,1852,Gesundheit,0.15064794816414687,279
2012,Ständerat,187,Gesundheit,0.13368983957219252,25
2012,Bundesrat,84,Gesundheit,0.07142857142857144,6
2012,Volksinitiative,10,Gesundheit,0.1,1
2013,Nationalrat,1940,Gesundheit,0.10515463917525773,204
2013,Ständerat,182,Gesundheit,0.11538461538461538,21
2013,Bundesrat,86,Gesundheit,0.05813953488372093,5
2013,Volksinitiative,11,Gesundheit,0.09090909090909091,1
2014,Nationalrat,1994,Gesundheit,0.137913741223671,275
2014,Ständerat,185,Gesundheit,0.12432432432432432,23
2014,Bundesrat,84,Gesundheit,0.011904761904761904,1
2014,Volksinitiative,7,Gesundheit,0.14285714285714288,1
2015,Nationalrat,1944,Gesundheit,0.125,243
2015,Ständerat,174,Gesundheit,0.10344827586206896,18
2015,Bundesrat,71,Gesundheit,0.11267605633802816,8
2015,Volksinitiative,4,Gesundheit,0,0
2016,Nationalrat,1811,Gesundheit,0.11209276642738818,203
2016,Ständerat,171,Gesundheit,0.14619883040935672,25
2016,Bundesrat,69,Gesundheit,0.043478260869565216,3
2016,Volksinitiative,3,Gesundheit,0.33333333333333337,1
2017,Nationalrat,2048,Gesundheit,0.14208984375,291
2017,Ständerat,179,Gesundheit,0.1340782122905028,24
2017,Bundesrat,60,Gesundheit,0.05,3
2017,Volksinitiative,7,Gesundheit,0,0
2018,Nationalrat,1127,Gesundheit,0.19875776397515527,224
2018,Ständerat,82,Gesundheit,0.15853658536585366,13
2018,Bundesrat,39,Gesundheit,0.05128205128205129,2
2018,Volksinitiative,2,Gesundheit,0,0
2000,Nationalrat,239,Raumplanung Wohnungswesen,0.016736401673640166,4
2000,Ständerat,33,Raumplanung Wohnungswesen,0.030303030303030304,1
2000,Bundesrat,9,Raumplanung Wohnungswesen,0,0
2000,Volksinitiative,5,Raumplanung Wohnungswesen,0,0
2001,Nationalrat,1172,Raumplanung Wohnungswesen,0.010238907849829351,12
2001,Ständerat,122,Raumplanung Wohnungswesen,0.00819672131147541,1
2001,Bundesrat,70,Raumplanung Wohnungswesen,0.014285714285714285,1
2001,Volksinitiative,5,Raumplanung Wohnungswesen,0,0
2002,Nationalrat,1139,Raumplanung Wohnungswesen,0.016681299385425813,19
2002,Ständerat,138,Raumplanung Wohnungswesen,0.014492753623188406,2
2002,Bundesrat,82,Raumplanung Wohnungswesen,0.012195121951219513,1
2003,Nationalrat,1054,Raumplanung Wohnungswesen,0.009487666034155597,10
2003,Ständerat,115,Raumplanung Wohnungswesen,0.026086956521739132,3
2003,Bundesrat,73,Raumplanung Wohnungswesen,0.0136986301369863,1
2003,Volksinitiative,2,Raumplanung Wohnungswesen,0,0
2004,Nationalrat,1249,Raumplanung Wohnungswesen,0.028823058446757407,36
2004,Ständerat,123,Raumplanung Wohnungswesen,0.016260162601626015,2
2004,Bundesrat,75,Raumplanung Wohnungswesen,0,0
2004,Volksinitiative,3,Raumplanung Wohnungswesen,0,0
2005,Nationalrat,1348,Raumplanung Wohnungswesen,0.017804154302670624,24
2005,Ständerat,135,Raumplanung Wohnungswesen,0.014814814814814814,2
2005,Bundesrat,74,Raumplanung Wohnungswesen,0.013513513513513513,1
2005,Volksinitiative,3,Raumplanung Wohnungswesen,0,0
2006,Nationalrat,1352,Raumplanung Wohnungswesen,0.01331360946745562,18
2006,Ständerat,124,Raumplanung Wohnungswesen,0.008064516129032258,1
2006,Bundesrat,91,Raumplanung Wohnungswesen,0.01098901098901099,1
2006,Volksinitiative,6,Raumplanung Wohnungswesen,0,0
2007,Nationalrat,1398,Raumplanung Wohnungswesen,0.013590844062947067,19
2007,Ständerat,136,Raumplanung Wohnungswesen,0.007352941176470589,1
2007,Bundesrat,82,Raumplanung Wohnungswesen,0.024390243902439025,2
2007,Volksinitiative,4,Raumplanung Wohnungswesen,0.25,1
2008,Nationalrat,1644,Raumplanung Wohnungswesen,0.022506082725060828,37
2008,Ständerat,142,Raumplanung Wohnungswesen,0.02112676056338028,3
2008,Bundesrat,60,Raumplanung Wohnungswesen,0.016666666666666666,1
2008,Volksinitiative,6,Raumplanung Wohnungswesen,0.33333333333333337,2
2009,Nationalrat,2104,Raumplanung Wohnungswesen,0.01473384030418251,31
2009,Ständerat,201,Raumplanung Wohnungswesen,0.02487562189054726,5
2009,Bundesrat,79,Raumplanung Wohnungswesen,0,0
2009,Volksinitiative,7,Raumplanung Wohnungswesen,0.14285714285714288,1
2010,Nationalrat,1873,Raumplanung Wohnungswesen,0.013347570742124932,25
2010,Ständerat,184,Raumplanung Wohnungswesen,0.021739130434782608,4
2010,Bundesrat,100,Raumplanung Wohnungswesen,0.02,2
2010,Volksinitiative,6,Raumplanung Wohnungswesen,0.33333333333333337,2
