year,a_author_fraction,total,topic,share,n
2015,Fraktion der Schweizerischen Volkspartei,556,Finanzwesen,0.1528776978417266,85
2015,Grüne Fraktion,200,Finanzwesen,0.1,20
2015,Grünliberale Fraktion,82,Finanzwesen,0.15853658536585366,13
2015,Sozialdemokratische Fraktion,583,Finanzwesen,0.17667238421955403,103
2016,CVP-Fraktion,314,Finanzwesen,0.12738853503184713,40
2016,FDP-Liberale Fraktion,259,Finanzwesen,0.18146718146718147,47
2016,Fraktion BD,44,Finanzwesen,0.045454545454545456,2
2016,Fraktion der Schweizerischen Volkspartei,567,Finanzwesen,0.13756613756613756,78
2016,Grüne Fraktion,164,Finanzwesen,0.06097560975609756,10
2016,Grünliberale Fraktion,59,Finanzwesen,0.16949152542372883,10
2016,Sozialdemokratische Fraktion,511,Finanzwesen,0.13894324853228962,71
2017,CVP-Fraktion,343,Finanzwesen,0.15451895043731778,53
2017,FDP-Liberale Fraktion,266,Finanzwesen,0.1842105263157895,49
2017,Fraktion BD,44,Finanzwesen,0.20454545454545453,9
2017,Fraktion der Schweizerischen Volkspartei,682,Finanzwesen,0.21114369501466274,144
2017,Grüne Fraktion,197,Finanzwesen,0.10152284263959391,20
2017,Grünliberale Fraktion,66,Finanzwesen,0.12121212121212122,8
2017,Sozialdemokratische Fraktion,532,Finanzwesen,0.16917293233082706,90
2018,CVP-Fraktion,196,Finanzwesen,0.19897959183673466,39
2018,FDP-Liberale Fraktion,174,Finanzwesen,0.1896551724137931,33
2018,Fraktion BD,28,Finanzwesen,0.14285714285714288,4
2018,Fraktion der Schweizerischen Volkspartei,307,Finanzwesen,0.2703583061889251,83
2018,Grüne Fraktion,134,Finanzwesen,0.1417910447761194,19
2018,Grünliberale Fraktion,40,Finanzwesen,0.175,7
2018,Sozialdemokratische Fraktion,294,Finanzwesen,0.22108843537414966,65
2000,Christlichdemokratische Fraktion,36,Steuer,NA,NA
2000,Evangelische und Unabhängige Fraktion,6,Steuer,NA,NA
2000,Fraktion der Schweizerischen Volkspartei,30,Steuer,NA,NA
2000,Fraktionslos,11,Steuer,NA,NA
2000,Freisinnig-demokratische Fraktion,58,Steuer,NA,NA
2000,Grüne Fraktion,26,Steuer,NA,NA
2000,Liberale Fraktion,6,Steuer,NA,NA
2000,Sozialdemokratische Fraktion,73,Steuer,NA,NA
2001,Christlichdemokratische Fraktion,183,Steuer,NA,NA
2001,Evangelische und Unabhängige Fraktion,34,Steuer,NA,NA
2001,Fraktion der Schweizerischen Volkspartei,208,Steuer,NA,NA
2001,Fraktionslos,41,Steuer,NA,NA
2001,Freisinnig-demokratische Fraktion,174,Steuer,NA,NA
2001,Grüne Fraktion,133,Steuer,NA,NA
2001,Liberale Fraktion,20,Steuer,NA,NA
2001,Sozialdemokratische Fraktion,373,Steuer,NA,NA
2002,Christlichdemokratische Fraktion,214,Steuer,NA,NA
2002,Evangelische und Unabhängige Fraktion,26,Steuer,NA,NA
2002,Fraktion der Schweizerischen Volkspartei,196,Steuer,NA,NA
2002,Fraktionslos,45,Steuer,NA,NA
2002,Freisinnig-demokratische Fraktion,189,Steuer,NA,NA
2002,Grüne Fraktion,95,Steuer,NA,NA
2002,Liberale Fraktion,20,Steuer,NA,NA
2002,Sozialdemokratische Fraktion,350,Steuer,NA,NA
2003,Christlichdemokratische Fraktion,176,Steuer,NA,NA
2003,Evangelische und Unabhängige Fraktion,26,Steuer,NA,NA
2003,EVP/EDU Fraktion,5,Steuer,NA,NA
2003,Fraktion der Schweizerischen Volkspartei,211,Steuer,NA,NA
2003,Fraktionslos,40,Steuer,NA,NA
2003,Freisinnig-demokratische Fraktion,142,Steuer,NA,NA
2003,Grüne Fraktion,109,Steuer,NA,NA
2003,Liberale Fraktion,13,Steuer,NA,NA
2003,Sozialdemokratische Fraktion,309,Steuer,NA,NA
2004,Christlichdemokratische Fraktion,230,Steuer,NA,NA
2004,EVP/EDU Fraktion,33,Steuer,NA,NA
2004,Fraktion der Schweizerischen Volkspartei,271,Steuer,NA,NA
2004,Fraktionslos,48,Steuer,NA,NA
2004,Freisinnig-demokratische Fraktion,187,Steuer,NA,NA
2004,Grüne Fraktion,136,Steuer,NA,NA
2004,Sozialdemokratische Fraktion,410,Steuer,NA,NA
2005,Christlichdemokratische Fraktion,209,Steuer,NA,NA
2005,EVP/EDU Fraktion,50,Steuer,NA,NA
2005,Fraktion der Schweizerischen Volkspartei,309,Steuer,NA,NA
2005,Fraktionslos,61,Steuer,NA,NA
2005,Freisinnig-demokratische Fraktion,176,Steuer,NA,NA
2005,Grüne Fraktion,184,Steuer,NA,NA
2005,Sozialdemokratische Fraktion,434,Steuer,NA,NA
2006,Christlichdemokratische Fraktion,199,Steuer,NA,NA
2006,EVP/EDU Fraktion,45,Steuer,NA,NA
2006,Fraktion der Schweizerischen Volkspartei,271,Steuer,NA,NA
2006,Fraktionslos,53,Steuer,NA,NA
2006,Freisinnig-demokratische Fraktion,205,Steuer,NA,NA
2006,Grüne Fraktion,216,Steuer,NA,NA
2006,Sozialdemokratische Fraktion,421,Steuer,NA,NA
2007,Christlichdemokratische Fraktion,146,Steuer,NA,NA
2007,EVP/EDU Fraktion,23,Steuer,NA,NA
2007,Fraktion CVP/EVP/glp,29,Steuer,NA,NA
2007,Fraktion der Schweizerischen Volkspartei,331,Steuer,NA,NA
2007,Fraktionslos,35,Steuer,NA,NA
2007,Freisinnig-demokratische Fraktion,198,Steuer,NA,NA
2007,Grüne Fraktion,203,Steuer,NA,NA
2007,Sozialdemokratische Fraktion,496,Steuer,NA,NA
2008,FDP-Liberale Fraktion,42,Steuer,NA,NA
2008,Fraktion CVP/EVP/glp,269,Steuer,NA,NA
2008,Fraktion der Schweizerischen Volkspartei,448,Steuer,NA,NA
2008,Fraktionslos,17,Steuer,NA,NA
2008,Freisinnig-demokratische Fraktion,136,Steuer,NA,NA
2008,Grüne Fraktion,292,Steuer,NA,NA
2008,Sozialdemokratische Fraktion,522,Steuer,NA,NA
2009,FDP-Liberale Fraktion,250,Steuer,NA,NA
2009,Fraktion BD,25,Steuer,NA,NA
2009,Fraktion CVP/EVP/glp,359,Steuer,NA,NA
2009,Fraktion der Schweizerischen Volkspartei,683,Steuer,NA,NA
2009,Grüne Fraktion,307,Steuer,NA,NA
2009,Sozialdemokratische Fraktion,590,Steuer,NA,NA
2010,FDP-Liberale Fraktion,256,Steuer,NA,NA
2010,Fraktion BD,18,Steuer,NA,NA
2010,Fraktion CVP/EVP/glp,349,Steuer,NA,NA
2010,Fraktion der Schweizerischen Volkspartei,589,Steuer,NA,NA
2010,Fraktionslos,3,Steuer,NA,NA
2010,Grüne Fraktion,291,Steuer,NA,NA
2010,Sozialdemokratische Fraktion,446,Steuer,NA,NA
2011,FDP-Liberale Fraktion,252,Steuer,NA,NA
2011,Fraktion BD,41,Steuer,NA,NA
2011,Fraktion CVP-EVP,34,Steuer,NA,NA
2011,Fraktion CVP/EVP/glp,263,Steuer,NA,NA
2011,Fraktion der Schweizerischen Volkspartei,503,Steuer,NA,NA
2011,Fraktionslos,16,Steuer,NA,NA
2011,Grüne Fraktion,258,Steuer,NA,NA
2011,Grünliberale Fraktion,1,Steuer,NA,NA
2011,Sozialdemokratische Fraktion,529,Steuer,NA,NA
2012,FDP-Liberale Fraktion,236,Steuer,0,0
2012,Fraktion BD,28,Steuer,0,0
2012,Fraktion CVP-EVP,303,Steuer,0.0033003300330033004,1
2012,Fraktion der Schweizerischen Volkspartei,500,Steuer,0.008,4
2012,Fraktionslos,25,Steuer,0,0
2012,Grüne Fraktion,191,Steuer,0,0
2012,Grünliberale Fraktion,62,Steuer,0,0
2012,Sozialdemokratische Fraktion,591,Steuer,0.00338409475465313,2
2013,FDP-Liberale Fraktion,232,Steuer,0.004310344827586207,1
2013,Fraktion BD,34,Steuer,0,0
2013,Fraktion CVP-EVP,324,Steuer,0.006172839506172839,2
2013,Fraktion der Schweizerischen Volkspartei,518,Steuer,0.019305019305019305,10
2013,Fraktionslos,21,Steuer,0.09523809523809523,2
2013,Grüne Fraktion,228,Steuer,0,0
2013,Grünliberale Fraktion,94,Steuer,0,0
2013,Sozialdemokratische Fraktion,591,Steuer,0.008460236886632826,5
2014,FDP-Liberale Fraktion,268,Steuer,0.07835820895522388,21
2014,Fraktion BD,39,Steuer,0.025641025641025644,1
2014,Fraktion CVP-EVP,334,Steuer,0.02694610778443114,9
2014,Fraktion der Schweizerischen Volkspartei,530,Steuer,0.03773584905660377,20
2014,Grüne Fraktion,229,Steuer,0.008733624454148471,2
2014,Grünliberale Fraktion,89,Steuer,0.05617977528089888,5
2014,Sozialdemokratische Fraktion,611,Steuer,0.031096563011456628,19
2015,CVP-Fraktion,48,Steuer,0.08333333333333334,4
2015,FDP-Liberale Fraktion,285,Steuer,0.08771929824561404,25
2015,Fraktion BD,60,Steuer,0.06666666666666667,4
2015,Fraktion CVP-EVP,235,Steuer,0.05957446808510638,14
2015,Fraktion der Schweizerischen Volkspartei,556,Steuer,0.09532374100719425,53
2015,Grüne Fraktion,200,Steuer,0.02,4
2015,Grünliberale Fraktion,82,Steuer,0.024390243902439025,2
2015,Sozialdemokratische Fraktion,583,Steuer,0.0634648370497427,37
2016,CVP-Fraktion,314,Steuer,0.044585987261146494,14
2016,FDP-Liberale Fraktion,259,Steuer,0.10424710424710425,27
2016,Fraktion BD,44,Steuer,0.06818181818181818,3
2016,Fraktion der Schweizerischen Volkspartei,567,Steuer,0.058201058201058205,33
2016,Grüne Fraktion,164,Steuer,0.14024390243902438,23
2016,Grünliberale Fraktion,59,Steuer,0.06779661016949153,4
2016,Sozialdemokratische Fraktion,511,Steuer,0.10763209393346379,55
2017,CVP-Fraktion,343,Steuer,0.04081632653061225,14
2017,FDP-Liberale Fraktion,266,Steuer,0.11278195488721804,30
2017,Fraktion BD,44,Steuer,0.045454545454545456,2
2017,Fraktion der Schweizerischen Volkspartei,682,Steuer,0.06598240469208211,45
2017,Grüne Fraktion,197,Steuer,0.04568527918781726,9
2017,Grünliberale Fraktion,66,Steuer,0.07575757575757576,5
2017,Sozialdemokratische Fraktion,532,Steuer,0.08082706766917294,43
2018,CVP-Fraktion,196,Steuer,0.0663265306122449,13
2018,FDP-Liberale Fraktion,174,Steuer,0.05747126436781609,10
2018,Fraktion BD,28,Steuer,0,0
2018,Fraktion der Schweizerischen Volkspartei,307,Steuer,0.03583061889250814,11
2018,Grüne Fraktion,134,Steuer,0.022388059701492536,3
2018,Grünliberale Fraktion,40,Steuer,0,0
2018,Sozialdemokratische Fraktion,294,Steuer,0.061224489795918366,18
2000,Christlichdemokratische Fraktion,36,Soziale Fragen,0.19444444444444442,7
2000,Evangelische und Unabhängige Fraktion,6,Soziale Fragen,0.16666666666666669,1
2000,Fraktion der Schweizerischen Volkspartei,30,Soziale Fragen,0.06666666666666667,2
2000,Fraktionslos,11,Soziale Fragen,0.09090909090909091,1
2000,Freisinnig-demokratische Fraktion,58,Soziale Fragen,0.08620689655172414,5
2000,Grüne Fraktion,26,Soziale Fragen,0.11538461538461538,3
2000,Liberale Fraktion,6,Soziale Fragen,0.33333333333333337,2
2000,Sozialdemokratische Fraktion,73,Soziale Fragen,0.2054794520547945,15
2001,Christlichdemokratische Fraktion,183,Soziale Fragen,0.04918032786885246,9
2001,Evangelische und Unabhängige Fraktion,34,Soziale Fragen,0.11764705882352942,4
2001,Fraktion der Schweizerischen Volkspartei,208,Soziale Fragen,0.019230769230769232,4
2001,Fraktionslos,41,Soziale Fragen,0.024390243902439025,1
2001,Freisinnig-demokratische Fraktion,174,Soziale Fragen,0.05172413793103448,9
2001,Grüne Fraktion,133,Soziale Fragen,0.052631578947368425,7
2001,Liberale Fraktion,20,Soziale Fragen,0.05,1
2001,Sozialdemokratische Fraktion,373,Soziale Fragen,0.05898123324396783,22
2002,Christlichdemokratische Fraktion,214,Soziale Fragen,0.08878504672897197,19
2002,Evangelische und Unabhängige Fraktion,26,Soziale Fragen,0.15384615384615385,4
2002,Fraktion der Schweizerischen Volkspartei,196,Soziale Fragen,0.061224489795918366,12
2002,Fraktionslos,45,Soziale Fragen,0.1111111111111111,5
2002,Freisinnig-demokratische Fraktion,189,Soziale Fragen,0.10052910052910052,19
2002,Grüne Fraktion,95,Soziale Fragen,0.11578947368421053,11
2002,Liberale Fraktion,20,Soziale Fragen,0.05,1
2002,Sozialdemokratische Fraktion,350,Soziale Fragen,0.11714285714285713,41
2003,Christlichdemokratische Fraktion,176,Soziale Fragen,0.1590909090909091,28
2003,Evangelische und Unabhängige Fraktion,26,Soziale Fragen,0.23076923076923075,6
2003,EVP/EDU Fraktion,5,Soziale Fragen,0,0
2003,Fraktion der Schweizerischen Volkspartei,211,Soziale Fragen,0.09004739336492891,19
2003,Fraktionslos,40,Soziale Fragen,0.075,3
2003,Freisinnig-demokratische Fraktion,142,Soziale Fragen,0.07746478873239437,11
2003,Grüne Fraktion,109,Soziale Fragen,0.07339449541284404,8
2003,Liberale Fraktion,13,Soziale Fragen,0.07692307692307693,1
2003,Sozialdemokratische Fraktion,309,Soziale Fragen,0.1262135922330097,39
2004,Christlichdemokratische Fraktion,230,Soziale Fragen,0.10869565217391304,25
2004,EVP/EDU Fraktion,33,Soziale Fragen,0.09090909090909091,3
2004,Fraktion der Schweizerischen Volkspartei,271,Soziale Fragen,0.0885608856088561,24
2004,Fraktionslos,48,Soziale Fragen,0.08333333333333334,4
2004,Freisinnig-demokratische Fraktion,187,Soziale Fragen,0.021390374331550804,4
2004,Grüne Fraktion,136,Soziale Fragen,0.08088235294117646,11
2004,Sozialdemokratische Fraktion,410,Soziale Fragen,0.14146341463414636,58
2005,Christlichdemokratische Fraktion,209,Soziale Fragen,0.14354066985645933,30
2005,EVP/EDU Fraktion,50,Soziale Fragen,0.08,4
2005,Fraktion der Schweizerischen Volkspartei,309,Soziale Fragen,0.08414239482200647,26
2005,Fraktionslos,61,Soziale Fragen,0.08196721311475409,5
2005,Freisinnig-demokratische Fraktion,176,Soziale Fragen,0.0625,11
2005,Grüne Fraktion,184,Soziale Fragen,0.059782608695652176,11
2005,Sozialdemokratische Fraktion,434,Soziale Fragen,0.08986175115207373,39
2006,Christlichdemokratische Fraktion,199,Soziale Fragen,0.1457286432160804,29
2006,EVP/EDU Fraktion,45,Soziale Fragen,0.13333333333333333,6
2006,Fraktion der Schweizerischen Volkspartei,271,Soziale Fragen,0.07749077490774908,21
2006,Fraktionslos,53,Soziale Fragen,0.1320754716981132,7
2006,Freisinnig-demokratische Fraktion,205,Soziale Fragen,0.06829268292682927,14
2006,Grüne Fraktion,216,Soziale Fragen,0.08333333333333334,18
2006,Sozialdemokratische Fraktion,421,Soziale Fragen,0.09738717339667458,41
2007,Christlichdemokratische Fraktion,146,Soziale Fragen,0.1232876712328767,18
2007,EVP/EDU Fraktion,23,Soziale Fragen,0.08695652173913043,2
2007,Fraktion CVP/EVP/glp,29,Soziale Fragen,0.10344827586206896,3
2007,Fraktion der Schweizerischen Volkspartei,331,Soziale Fragen,0.10876132930513595,36
2007,Fraktionslos,35,Soziale Fragen,0.11428571428571428,4
2007,Freisinnig-demokratische Fraktion,198,Soziale Fragen,0.12121212121212122,24
2007,Grüne Fraktion,203,Soziale Fragen,0.08374384236453203,17
2007,Sozialdemokratische Fraktion,496,Soziale Fragen,0.12298387096774194,61
2008,FDP-Liberale Fraktion,42,Soziale Fragen,0.09523809523809523,4
2008,Fraktion CVP/EVP/glp,269,Soziale Fragen,0.15613382899628253,42
2008,Fraktion der Schweizerischen Volkspartei,448,Soziale Fragen,0.06919642857142856,31
2008,Fraktionslos,17,Soziale Fragen,0.05882352941176471,1
2008,Freisinnig-demokratische Fraktion,136,Soziale Fragen,0.04411764705882353,6
2008,Grüne Fraktion,292,Soziale Fragen,0.08904109589041095,26
2008,Sozialdemokratische Fraktion,522,Soziale Fragen,0.09770114942528735,51
2009,FDP-Liberale Fraktion,250,Soziale Fragen,0.06,15
2009,Fraktion BD,25,Soziale Fragen,0,0
2009,Fraktion CVP/EVP/glp,359,Soziale Fragen,0.08913649025069638,32
2009,Fraktion der Schweizerischen Volkspartei,683,Soziale Fragen,0.07759882869692533,53
2009,Grüne Fraktion,307,Soziale Fragen,0.06514657980456026,20
2009,Sozialdemokratische Fraktion,590,Soziale Fragen,0.13389830508474576,79
2010,FDP-Liberale Fraktion,256,Soziale Fragen,0.0703125,18
2010,Fraktion BD,18,Soziale Fragen,0.05555555555555555,1
2010,Fraktion CVP/EVP/glp,349,Soziale Fragen,0.16332378223495703,57
2010,Fraktion der Schweizerischen Volkspartei,589,Soziale Fragen,0.04923599320882852,29
2010,Fraktionslos,3,Soziale Fragen,0.6666666666666667,2
2010,Grüne Fraktion,291,Soziale Fragen,0.05841924398625429,17
2010,Sozialdemokratische Fraktion,446,Soziale Fragen,0.17937219730941703,80
2011,FDP-Liberale Fraktion,252,Soziale Fragen,0.07142857142857144,18
2011,Fraktion BD,41,Soziale Fragen,0.0975609756097561,4
2011,Fraktion CVP-EVP,34,Soziale Fragen,0.08823529411764706,3
2011,Fraktion CVP/EVP/glp,263,Soziale Fragen,0.11026615969581749,29
2011,Fraktion der Schweizerischen Volkspartei,503,Soziale Fragen,0.04771371769383698,24
2011,Fraktionslos,16,Soziale Fragen,0,0
2011,Grüne Fraktion,258,Soziale Fragen,0.07364341085271317,19
2011,Grünliberale Fraktion,1,Soziale Fragen,0,0
2011,Sozialdemokratische Fraktion,529,Soziale Fragen,0.10018903591682421,53
2012,FDP-Liberale Fraktion,236,Soziale Fragen,0.09322033898305085,22
2012,Fraktion BD,28,Soziale Fragen,0.39285714285714285,11
2012,Fraktion CVP-EVP,303,Soziale Fragen,0.0858085808580858,26
2012,Fraktion der Schweizerischen Volkspartei,500,Soziale Fragen,0.057999999999999996,29
2012,Fraktionslos,25,Soziale Fragen,0.08,2
2012,Grüne Fraktion,191,Soziale Fragen,0.04712041884816754,9
2012,Grünliberale Fraktion,62,Soziale Fragen,0.08064516129032258,5
2012,Sozialdemokratische Fraktion,591,Soziale Fragen,0.08460236886632826,50
2013,FDP-Liberale Fraktion,232,Soziale Fragen,0.09913793103448276,23
2013,Fraktion BD,34,Soziale Fragen,0.08823529411764706,3
2013,Fraktion CVP-EVP,324,Soziale Fragen,0.12345679012345678,40
2013,Fraktion der Schweizerischen Volkspartei,518,Soziale Fragen,0.08301158301158301,43
2013,Fraktionslos,21,Soziale Fragen,0.09523809523809523,2
2013,Grüne Fraktion,228,Soziale Fragen,0.10526315789473685,24
2013,Grünliberale Fraktion,94,Soziale Fragen,0.0425531914893617,4
2013,Sozialdemokratische Fraktion,591,Soziale Fragen,0.1319796954314721,78
2014,FDP-Liberale Fraktion,268,Soziale Fragen,0.09328358208955224,25
2014,Fraktion BD,39,Soziale Fragen,0,0
2014,Fraktion CVP-EVP,334,Soziale Fragen,0.09580838323353293,32
2014,Fraktion der Schweizerischen Volkspartei,530,Soziale Fragen,0.056603773584905655,30
2014,Grüne Fraktion,229,Soziale Fragen,0.06986899563318777,16
2014,Grünliberale Fraktion,89,Soziale Fragen,0.08988764044943821,8
2014,Sozialdemokratische Fraktion,611,Soziale Fragen,0.11456628477905074,70
2015,CVP-Fraktion,48,Soziale Fragen,0.0625,3
2015,FDP-Liberale Fraktion,285,Soziale Fragen,0.06315789473684211,18
2015,Fraktion BD,60,Soziale Fragen,0.2,12
2015,Fraktion CVP-EVP,235,Soziale Fragen,0.13191489361702127,31
2015,Fraktion der Schweizerischen Volkspartei,556,Soziale Fragen,0.06294964028776978,35
2015,Grüne Fraktion,200,Soziale Fragen,0.065,13
2015,Grünliberale Fraktion,82,Soziale Fragen,0.04878048780487805,4
2015,Sozialdemokratische Fraktion,583,Soziale Fragen,0.12006861063464838,70
2016,CVP-Fraktion,314,Soziale Fragen,0.10828025477707007,34
2016,FDP-Liberale Fraktion,259,Soziale Fragen,0.08108108108108109,21
2016,Fraktion BD,44,Soziale Fragen,0.22727272727272727,10
2016,Fraktion der Schweizerischen Volkspartei,567,Soziale Fragen,0.07407407407407407,42
2016,Grüne Fraktion,164,Soziale Fragen,0.09146341463414634,15
2016,Grünliberale Fraktion,59,Soziale Fragen,0.03389830508474576,2
2016,Sozialdemokratische Fraktion,511,Soziale Fragen,0.11937377690802348,61
2017,CVP-Fraktion,343,Soziale Fragen,0.09912536443148688,34
2017,FDP-Liberale Fraktion,266,Soziale Fragen,0.05639097744360902,15
2017,Fraktion BD,44,Soziale Fragen,0.13636363636363635,6
2017,Fraktion der Schweizerischen Volkspartei,682,Soziale Fragen,0.08357771260997067,57
2017,Grüne Fraktion,197,Soziale Fragen,0.14213197969543148,28
2017,Grünliberale Fraktion,66,Soziale Fragen,0.09090909090909091,6
2017,Sozialdemokratische Fraktion,532,Soziale Fragen,0.16729323308270674,89
2018,CVP-Fraktion,196,Soziale Fragen,0.12755102040816327,25
2018,FDP-Liberale Fraktion,174,Soziale Fragen,0.06896551724137931,12
2018,Fraktion BD,28,Soziale Fragen,0.07142857142857144,2
2018,Fraktion der Schweizerischen Volkspartei,307,Soziale Fragen,0.08143322475570032,25
2018,Grüne Fraktion,134,Soziale Fragen,0.12686567164179105,17
2018,Grünliberale Fraktion,40,Soziale Fragen,0.125,5
2018,Sozialdemokratische Fraktion,294,Soziale Fragen,0.12585034013605442,37
2000,Christlichdemokratische Fraktion,36,Migration,0,0
2000,Evangelische und Unabhängige Fraktion,6,Migration,0,0
2000,Fraktion der Schweizerischen Volkspartei,30,Migration,0.06666666666666667,2
2000,Fraktionslos,11,Migration,0.09090909090909091,1
2000,Freisinnig-demokratische Fraktion,58,Migration,0,0
2000,Grüne Fraktion,26,Migration,0.07692307692307693,2
2000,Liberale Fraktion,6,Migration,0,0
2000,Sozialdemokratische Fraktion,73,Migration,0.0684931506849315,5
2001,Christlichdemokratische Fraktion,183,Migration,0.04918032786885246,9
2001,Evangelische und Unabhängige Fraktion,34,Migration,0,0
2001,Fraktion der Schweizerischen Volkspartei,208,Migration,0.0625,13
2001,Fraktionslos,41,Migration,0.0975609756097561,4
2001,Freisinnig-demokratische Fraktion,174,Migration,0.034482758620689655,6
2001,Grüne Fraktion,133,Migration,0.17293233082706766,23
2001,Liberale Fraktion,20,Migration,0.05,1
2001,Sozialdemokratische Fraktion,373,Migration,0.09115281501340483,34
2002,Christlichdemokratische Fraktion,214,Migration,0.02336448598130841,5
2002,Evangelische und Unabhängige Fraktion,26,Migration,0.038461538461538464,1
2002,Fraktion der Schweizerischen Volkspartei,196,Migration,0.07653061224489796,15
2002,Fraktionslos,45,Migration,0.06666666666666667,3
2002,Freisinnig-demokratische Fraktion,189,Migration,0.026455026455026457,5
2002,Grüne Fraktion,95,Migration,0.021052631578947368,2
2002,Liberale Fraktion,20,Migration,0,0
2002,Sozialdemokratische Fraktion,350,Migration,0.014285714285714285,5
2003,Christlichdemokratische Fraktion,176,Migration,0.03977272727272727,7
2003,Evangelische und Unabhängige Fraktion,26,Migration,0.038461538461538464,1
2003,EVP/EDU Fraktion,5,Migration,0.2,1
2003,Fraktion der Schweizerischen Volkspartei,211,Migration,0.08530805687203792,18
2003,Fraktionslos,40,Migration,0.025,1
2003,Freisinnig-demokratische Fraktion,142,Migration,0.035211267605633804,5
2003,Grüne Fraktion,109,Migration,0.045871559633027525,5
2003,Liberale Fraktion,13,Migration,0,0
2003,Sozialdemokratische Fraktion,309,Migration,0.03559870550161812,11
2004,Christlichdemokratische Fraktion,230,Migration,0.026086956521739132,6
2004,EVP/EDU Fraktion,33,Migration,0.06060606060606061,2
2004,Fraktion der Schweizerischen Volkspartei,271,Migration,0.06642066420664207,18
2004,Fraktionslos,48,Migration,0.08333333333333334,4
2004,Freisinnig-demokratische Fraktion,187,Migration,0.0374331550802139,7
2004,Grüne Fraktion,136,Migration,0.10294117647058824,14
2004,Sozialdemokratische Fraktion,410,Migration,0.01951219512195122,8
2005,Christlichdemokratische Fraktion,209,Migration,0.028708133971291863,6
2005,EVP/EDU Fraktion,50,Migration,0.02,1
2005,Fraktion der Schweizerischen Volkspartei,309,Migration,0.03559870550161812,11
2005,Fraktionslos,61,Migration,0.09836065573770492,6
2005,Freisinnig-demokratische Fraktion,176,Migration,0.028409090909090908,5
2005,Grüne Fraktion,184,Migration,0.06521739130434782,12
2005,Sozialdemokratische Fraktion,434,Migration,0.03686635944700461,16
2006,Christlichdemokratische Fraktion,199,Migration,0.02010050251256281,4
2006,EVP/EDU Fraktion,45,Migration,0.044444444444444446,2
2006,Fraktion der Schweizerischen Volkspartei,271,Migration,0.07380073800738007,20
2006,Fraktionslos,53,Migration,0.056603773584905655,3
2006,Freisinnig-demokratische Fraktion,205,Migration,0.01951219512195122,4
2006,Grüne Fraktion,216,Migration,0.0925925925925926,20
2006,Sozialdemokratische Fraktion,421,Migration,0.057007125890736345,24
2007,Christlichdemokratische Fraktion,146,Migration,0.00684931506849315,1
2007,EVP/EDU Fraktion,23,Migration,0.043478260869565216,1
2007,Fraktion CVP/EVP/glp,29,Migration,0.06896551724137931,2
2007,Fraktion der Schweizerischen Volkspartei,331,Migration,0.054380664652567974,18
2007,Fraktionslos,35,Migration,0.11428571428571428,4
2007,Freisinnig-demokratische Fraktion,198,Migration,0.015151515151515152,3
2007,Grüne Fraktion,203,Migration,0.04926108374384237,10
2007,Sozialdemokratische Fraktion,496,Migration,0.010080645161290322,5
2008,FDP-Liberale Fraktion,42,Migration,0,0
2008,Fraktion CVP/EVP/glp,269,Migration,0.03717472118959108,10
2008,Fraktion der Schweizerischen Volkspartei,448,Migration,0.0625,28
2008,Fraktionslos,17,Migration,0.05882352941176471,1
2008,Freisinnig-demokratische Fraktion,136,Migration,0.03676470588235294,5
2008,Grüne Fraktion,292,Migration,0.0547945205479452,16
2008,Sozialdemokratische Fraktion,522,Migration,0.04597701149425287,24
2009,FDP-Liberale Fraktion,250,Migration,0.044000000000000004,11
2009,Fraktion BD,25,Migration,0.04,1
2009,Fraktion CVP/EVP/glp,359,Migration,0.025069637883008356,9
2009,Fraktion der Schweizerischen Volkspartei,683,Migration,0.0629575402635432,43
2009,Grüne Fraktion,307,Migration,0.04234527687296417,13
2009,Sozialdemokratische Fraktion,590,Migration,0.06271186440677966,37
2010,FDP-Liberale Fraktion,256,Migration,0.046875,12
2010,Fraktion BD,18,Migration,0,0
2010,Fraktion CVP/EVP/glp,349,Migration,0.05730659025787966,20
2010,Fraktion der Schweizerischen Volkspartei,589,Migration,0.09168081494057725,54
2010,Fraktionslos,3,Migration,0,0
2010,Grüne Fraktion,291,Migration,0.04810996563573883,14
2010,Sozialdemokratische Fraktion,446,Migration,0.06278026905829596,28
2011,FDP-Liberale Fraktion,252,Migration,0.09523809523809523,24
2011,Fraktion BD,41,Migration,0.07317073170731708,3
2011,Fraktion CVP-EVP,34,Migration,0.05882352941176471,2
2011,Fraktion CVP/EVP/glp,263,Migration,0.045627376425855515,12
2011,Fraktion der Schweizerischen Volkspartei,503,Migration,0.17296222664015903,87
2011,Fraktionslos,16,Migration,0.125,2
2011,Grüne Fraktion,258,Migration,0.062015503875969,16
2011,Grünliberale Fraktion,1,Migration,0,0
2011,Sozialdemokratische Fraktion,529,Migration,0.030245746691871456,16
2012,FDP-Liberale Fraktion,236,Migration,0.03389830508474576,8
2012,Fraktion BD,28,Migration,0,0
2012,Fraktion CVP-EVP,303,Migration,0.056105610561056105,17
2012,Fraktion der Schweizerischen Volkspartei,500,Migration,0.098,49
2012,Fraktionslos,25,Migration,0,0
2012,Grüne Fraktion,191,Migration,0.03664921465968587,7
2012,Grünliberale Fraktion,62,Migration,0,0
2012,Sozialdemokratische Fraktion,591,Migration,0.04060913705583756,24
2013,FDP-Liberale Fraktion,232,Migration,0.034482758620689655,8
2013,Fraktion BD,34,Migration,0.05882352941176471,2
